DistrictId,Program,Fte,FiscalYear,CalculationPeriod,SourceFile,SourceUrl,FteType
3,111,1614.4,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
4,111,261.86,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
5,111,4856.29,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
6,111,13052.65,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
7,111,183.64,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
8,111,1014.93,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
9,111,823.4000000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
10,111,3006.37,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
11,111,2130.4,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
12,111,648.9000000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
13,111,19121.82,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
14,111,250.79,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
15,111,198.61,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
16,111,7628.8099999999995,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
17,111,2299.8,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
18,111,616.3600000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
19,111,78.19,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
20,111,249.38,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
21,111,269.07,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
22,111,123.1,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
23,111,129.56,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
24,111,50.68,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
25,111,233.17000000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
26,111,465.55,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
27,111,1584.1100000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
28,111,783.9000000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
29,111,12328.720000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
30,111,139.33,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
31,111,922.47,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
32,111,465.57,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
33,111,38.99,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
34,111,86.96,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
35,111,2566.35,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
36,111,3476.76,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
37,111,2374.45,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
38,111,428.92999999999995,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
39,111,103.25,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
40,111,152.68,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
41,111,2983.2200000000003,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
42,111,2278.1,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
43,111,1095.88,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
44,111,534.81,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
45,111,723.3599999999999,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
46,111,1851.31,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
47,111,413.82,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
48,111,6683.04,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
49,111,2699.7,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
50,111,11485.49,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
51,111,3835.75,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
52,111,6663.17,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
53,111,5473.5,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
54,111,692.12,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
55,111,2739.65,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
56,111,1820.46,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
57,111,1455.2400000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
58,111,2868.43,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
59,111,3796.8,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
60,111,525.64,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
61,111,316.96,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
62,111,205.48000000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
63,111,186.76999999999998,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
64,111,3799.58,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
65,111,450.63,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
66,111,670.86,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
67,111,216.79000000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
69,111,7.0,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
70,111,26.48,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
71,111,54.0,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
72,111,68.88,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
73,111,34.0,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
74,111,24.5,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
75,111,325.59000000000003,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
99,111,153914.96999999997,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
1,112,3653.75,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
2,112,326.93,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
3,112,1976.55,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
4,112,352.05,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
5,112,8091.17,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
6,112,21984.259999999995,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
7,112,160.47,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
8,112,1629.0,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
9,112,1285.0,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
10,112,4569.29,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
11,112,4266.01,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
12,112,774.89,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
13,112,36729.1,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
14,112,305.31,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
15,112,153.91,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
16,112,12877.25,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
17,112,3722.6499999999996,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
18,112,1059.86,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
19,112,119.16,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
20,112,334.43,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
21,112,249.93,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
22,112,144.35000000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
23,112,160.24,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
24,112,82.03,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
25,112,320.13,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
26,112,830.8300000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
27,112,1777.3600000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
28,112,1015.0999999999999,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
29,112,20438.010000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
30,112,189.78,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
31,112,1465.9,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
32,112,379.77,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
33,112,80.66,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
34,112,116.77,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
35,112,3677.2200000000003,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
36,112,6742.870000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
37,112,2790.74,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
38,112,503.22,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
39,112,100.24000000000001,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
40,112,166.5,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
41,112,4471.05,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
42,112,3610.2,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
43,112,1514.92,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
44,112,907.8,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
45,112,869.47,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
46,112,2786.12,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
47,112,783.0799999999999,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
48,112,15671.01,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
49,112,5345.89,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
50,112,18033.690000000002,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
51,112,7206.06,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
52,112,10200.68,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
53,112,10392.57,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
54,112,1184.78,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
55,112,5285.84,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
56,112,3266.8899999999994,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
57,112,2413.58,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
58,112,5241.27,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
59,112,7400.59,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
60,112,803.29,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
61,112,490.78,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
62,112,270.89,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
63,112,201.57,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
64,112,6144.59,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
65,112,379.98,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
66,112,856.01,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
67,112,293.28,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
69,112,14.86,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
70,112,35.28,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
71,112,93.6,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
72,112,85.75999999999999,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
73,112,94.63,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
74,112,118.46,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
75,112,920.33,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
99,112,262991.49,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
1,113,1318.05,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
2,113,193.82,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
3,113,1072.02,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
4,113,194.26,2021-22,Final Calculation,2122FinalCalcFTE.xlsx,https://www.fldoe.org/core/fileparse.php/7508/urlt/2122FinalCalcFTE.xlsx,Unweighted FTE
